objectid,filename,title,format,interpretation,creator,findingaid,date,date_expanded,category,subject,url,speaker,pageref,citedtext,rights,rightsstatement
79,cobham.jpeg,"Epistle to Richard Temple, Viscount Cobham'",image/jpeg,"The narrator's observations in this line mimic the end of Pope's poem: “And you! Brave Cobham, to the latest breath / Shall feel your ruling passion strong in death : / Such in those moments as in all the past, / ‘Oh, save my country, heav’n!’ shall be your last.” Allegedly friends, Pope expressed admiration for Viscount Cobham in this piece, remarking on the inscrutability and inconstance inherent in most--but virtue is both singular and unshakeable in those whom it is cultivated. Pope's conviction here is that regardless of what anyone might say, the truth of Cobham's dedication to the preservation of his country will always win out. This allusion might be a subtle comment on the fact of Lady Delacour's emergent sense of virtue: that though she is often consumed with vanity as her most reliable trait, there is a clear sense here that it is merely performance to her. Her greatest interest, even long before she and Belinda are close, is that Clarence might one day serve as a suitable and loving husband to Belinda. Of important note as well is that when Lady Delacour quite literally is approaching her death bed before a risky surgery, among her wishes is that Belinda is left with some of her most expensive jewelry should she perish, explicitly stating that they are to be hers either to finance her independence, or worn with joy should she be married to ""an opulent husband"" (274). In much the same way as is remarked of Cobham, Lady Delacour to the last is dedicated to doing right by both Belinda and Clarence, and endeavors to bring them together to the benefit of both.",Alexander Pope,"This epistle to Viscount Cobham is the first of Pope's collection of four ethic epistles, and spans pages 5-15 in the primary source. The phrase referenced by Edgeworth here is found on the last page, line 264.",1750,1750,Poetry,Contemporary Works; Literary Culture; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99120436430001021,Narrator,73,"""'What audacity!--don't you see these people coming in?' cried lady Delacour, and she withdrew her hand, but with no great precipitation: she was evidently 'at this moment, as in all the past' neither afraid nor ashamed, that Mr.Hervey's devotions to her should be paid in public. With much address she had satisfied herself as to his views, with respect to Belinda.""",,
80,kj.jpeg,King John,image/jpeg,"In the wake of Belinda's subdued distancing from Clarence following the razor strop comment at the masque and his subsequent request to Lady Delacour to help him return to Belinda's good graces, he procures the two fine horses she wants for their carriage--under the guise of providing Belinda only the best for her first appearance at court (in reality, assuaging Lady Delacour's vanity to have the most impressive entrance the day of). Because Belinda is not aware of Lady Delacour's underlying machinations and the promise she made to Clarence, her conduct remains in line with prudence; reserved and distant from him despite his overt efforts to smooth things over between them. In his frustration with what appears to be Lady Delacour and Belinda refusing to fulfill their end of the agreement, he refers to the efforts of King Philip II in this play to try to subdue the tensions of war between the English and the French via the marriage between the French crown prince and King John's niece Blanche, beseeching the papal legate to support his cause in sanctifying the union and avoiding conflict: “Unswear faith sworn, and on the marriage-bed Of smiling peace, to march a bloody host, And make a riot on the gentle brow Of true sincerity? O holy Sir, My reverend Father, let it not be so; Out of your grace, devise, ordain, impose, Some gentle order, and we shall be blest To do your pleasure, and continue friends"" (33). The most notable implication in this alignment suggests that Clarence perceives Belinda’s assumed displeasure with him on the same scale of a monarch wary of war looming on the horizon; while naturally Belinda is not disposed to conflict in the slightest, it does reveal the gravity with which he frets over the capacity to win her esteem. Despite his assurances that he has no interest in marriage and does not think of Belinda in that way quite yet, it is worthy of notice that he is fixated on winning her good will with surprising determination—that her cool acceptance of his presence when visiting the Delacours is insufficient to satisfy him. It is also not the only instance within the novel that he engages in some hyperbole when it comes to any sensitive territory with regard to Belinda, indicating the latent nature of his true admiration and passion for her in these sudden moments of uncharacteristic insistence. [See primary source: First Satire of the Second Book of Horace Imitated]",William Shakespeare,"Clarence's reference of a ""smiling peace"" can be found in Act 3 Scene 2 of the play, featured here on page 33 of the primary source document.",1735,1735,Play,Theater; Literary Culture; History,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99116008740001021,Clarence Hervey,74,"""Clarence Hervey seemed to think, that her ladyship had not fulfilled her part of the bargain.--'Is not smiling,' said he, 'the epithet always applied to peace--yet I have not been able to obtain one smile from miss Portman since I have been promised peace.'""",,
81,tragicalrichard3.jpeg,The Tragical History of Richard the Third,image/jpeg,"Here Lady Delacour repeats a well-known line from Colley Cibber's version of Shakespeare's original play, Richard III: ""Richard's himself again"" spoken by the self-same character. Within context, Richard is assailed by terrible dreams of the fight to come, and endeavors to rally himself to the fight--this phrase is his attempt to encourage himself to continue onward and regain his courage. Shortly before this remark, Lady Delacour endeavors to persuade Belinda to treat Clarence with greater warmth in his visits, and when her displeasure ceases to have the effect intended, Lady Delacour returns to her approach of raillery and flattery which are her usual social strategies to bend circumstances in her favor. Thus, within the span of this short scene, Lady Delacour does ""become herself again"" quite literally.",William Shakespeare,"Colley Cibber's version of this play can be found from pages 301-372, featured right before the end of the second volume of this collection.",1777,1777,Play,Theater; Literary Culture; History,https://hdl.handle.net/2027/nyp.33433074908439,Lady Delacour,75,"""'Do you know, my dear, that I have been so ashamed of myself for this week past, that I have hardly dared to look you in the face.--I am sensible I was downright rude and cross to you one day--and ever since I have been penitent; and as all penitents are, very stupid and disagreeable, I am sure--but tell me you forgive my caprice, and lady Delacour will be herself again.'""",,
82,populartales.jpeg,Popular Tales,image/jpeg,"""Out of debt, out of danger"" was a popular proverb of the time, and the title of one of Maria Edgeworth's short stories in Popular Tales. These stories were originally conceived as dually instructive and entertaining tales, called ""popular"" with the express wish that moral tales might be available to people within lower social classes, who might not be able to find similar works at their disposal with recent changes in printing practices. Though the phrase is somewhat misattributed here, in that Lady Delacour has not at all found herself out of debt and out of danger since she has persisted in her deception of Belinda, Clarence, and Lord Delacour--and therefore has not resolved the inherent wrong of her lie or secured the source of the two hundred guineas to pay for the horses.",Maria Edgeworth,"This particular short story starts on page 309-384, and marks the end of the first volume.",1804,1804,Prose fiction,Edgeworth's Corpus; Contemporary Works; Literary Culture; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99133966850001021,Lady Delacour,76,"""Belinda smiled--'There now, one such smile as that for Clarence Hervey, and I am out of debt and out of danger,' said lady Delacour.""",,
83,tdd.jpeg,The Delicate Distress,image/jpeg,"Lady Delacour's titular allusion to this epistolary novel is a rather explicit commentary on her strained relationship with Lord Delacour, in that she expressly requested new horses from Clarence under the assumption that her husband would not provide them, at the expense of Belinda's continued trust in her. ""The Delicate Distress"", otherwise known as ""Two Novels. In Letters"" encompasses a woman's romantic tribulaitons--however in this case the trials are post-marital, reinforcing Lady Delacour's own pitiable situation in parallel.",Elizabeth Griffith,The link provided offers a digitized copy of the primary source.,1769,1769,Epistolary,Contemporary Works; Literary Culture; Matrimony,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99110712230001021,Lady Delacour,76,"""'I'll take care Mr.Hervey shall know that,' said lady Delacour, 'but in the mean time, I do think any fair appraiser of delicate distresses would decide, that I am, all the circumstances considered, more to be pitied at this present moment that you are.--For the catastrophe of the business evidently is, that I must pay two hundred guineas for the horses some how or other.'""",,
84,caesar.jpeg,Julius Caesar,image/jpeg,"In this reference, Cassius reflects upon a time in which the waters of the Tiber River were especially tumultuous, and Caesar said: “Dar’st thou Cassius now, Leap in with me into this angry Flood, And swim to yonder point?” A notable parallel between these two scenes is that Caesar, like Clarence, ends up nearly drowning until Cassius helps him out of the water; unfortunately for Clarence, his friends do little to nothing to help him out of the water until Sir Percival notices his distress. Given Cassius' betrayal of Caesar's confidence shortly after this recollection, this might have been an act of foreshadowing with regard to the way that Clarence's friends actively act against his romantic suit and best interest when he no longer stays in their company.",William Shakespeare,"This line is found in Act 1 Scene 2, on page 9 of this version of the primary source a fourth of the way down the page.",1711,1711,Play,Theater; Literary Culture; History,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99123623370001021,Clarence Hervey,83,"""'You may wink at one another, as wisely as you please,' said Clarence, 'but come on my boys--I am your man for a swim--a hundred guineas upon it--""Darest thou, Rochfort, now, / Leap in with me into this weedy flood, / And swim to yonder point,""'""",,
85,franklin.jpeg,Experiments and Observations in Electricity…to which are added Letters and Papers on Philosophical Subjects,image/jpeg,"Benjamin Franklin, in a larger collection of his scientific and philosophical works, truly does try to teach a friend (a Mr. O. N.) how to swim in one of his letters. Despite the perceived nonsense in Clarence's assumption that reading about how to swim would automatically enable him to learn how to swim in the real world, the notion is not entirely absurd in that Franklin does go into significant detail as to how to slowly develop the skill throughout his letter: “I Cannot be of opinion with you that ’tis too late in life for you to learn to swim…[learn] what is called the stroke, or that manner of drawing in and striking out the hands and feet that is necessary to produce progressive motion” (463). Furthermore, Franklin actually does acknowledge the difference between knowing and being able to do something, in reference to the difficulty of entrusting to the somewhat natural buoyancy that comes with swimming: “though we value ourselves on being reasonable knowing creatures, reason and knowledge seem on such occasions to be of little use to us” (465). Clarence’s impetuousness and desire to impress his friends seems to be the greater part of his mistake here, alongside a misattribution of what he’s read to real life. This, also, has its echoes in the unformed nature of his youth evident in his reading Rosseau and misguided attempt to fulfill his maxims through Virginia as a result—which he discovers was just as unwise and and dangerous a course of action.",Benjamin Franklin,"In the expanded fourth edition, the letter on swimming is number 55, and spans pages 463-468. Franklin also wrote an essay entitled ""The Art of Swimming"", which goes into even further detail and evokes his note in the letter calling for the establishment of swimming schools as an important skill.",1769,1769,Non-fiction,Contemporary Works; Literary Culture,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99123358610001021,Clarence Hervey; Narrator,83,"""'I am your man for a swim'…and instantly Hervey, who had in his confused head some recollection of an essay of Dr. Franklin's on swimming, by which he fancied that he could ensure at once his safety and his fame, threw off his coat and jumped into the river--luckily he was not in boots.""",,
86,random.jpeg,The Adventures of Roderick Random,image/jpeg,"Likely with reference to Tobias Smollett's novel, which was--during the time of Edgeworth's writing--falling out of popularity due to a perception that it was too immoral and vulgar. It is all too fitting then, that a character equally prone to vice and open indelicacy would tout a work written by himself as worthy of the same renown as this particular book. There is also something to be said regarding his rather empty boast in Rochfort's rejoinder than Sir Philip Baddely need not fear his reflection on the page given he doesn't bother to read. Also a humorous metatextual moment, in that despite his resistance to the notion of being ""[written] down in black and white"" Edgeworth is portraying him in all of his vacuity regardless (85). This is among the rare moments in which Sir Philip Baddely almost seems to approach the foolishness of his own actions, but ultimately avoids facing them or doing anything to grow out of them unlike Clarence.",Tobias Smollett,The link provided offers a digitized copy of the primary source.,1748,1748,Novel,Contemporary Works; Literary Culture; Picaresque,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99105282470001021,Sir Philip Baddely,85,"""'You're a famous fellow, faith, to want to see yourself in print--I'll publish this in Bond street--damn it, in point of famousness, I'd sport my Random against all the books that were ever read or written, damn me--but what are we doing here?'""",,
87,macbeth.jpeg,Macbeth,image/jpeg,"With reference to the famous opening lines of MacBeth's soliloquy, one might perceive this to be a sign of Clarence's yet lingering fecklessness, in that one can easily perceive this as a manifestation of his making light of a near-death experience; MacBeth says the same under the perception that to fight on will mean certain death, and that he will have died for nothing. In much the same way, Clarence nearly died for nothing but vanity and social acceptance. It is no coincidence, then, that Dr.X-- attempts to persuade him to dine with the Percivals rather than his friends, with concern for his health after such a taxing incident on his body. Though Clarence only quotes the most famous phrase, the rest is particularly pertinent to a full understanding of the sentiment evoked: “And all our yesterdays have lighted fools / The way to dusty death. Out, out, brief candle! / Life’s but a walking shadow, a poor play / That struts and frets his hour upon the stage, / And then is heard no more! It is a tale / Told by an idiot, full of sound and fury, / Signifying nothing!” There is the suggestion that, should Clarence continue in this folly bereft of virtue, his life too will be one that will eventually end without meaning.",William Shakespeare,"The featured soliloquy is in Act 5, Scene 5, on page 65 of this copy of the play.",1734,1734,Play,Theater; Literary Culture; Tragedy,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99124545720001021,Clarence Hervey,86,"""'But as I (Clarence) cannot submit to your unjust charge of humility, will you tell me where you are to be found in town, and to morrow'--'to morrow--and to morrow--and to morrow'""",,
88,kneller.jpeg,To Sir Godfrey Kneller',image/jpeg,"The original poem was dedicated to Sir Godfrey Kneller, who at the time was a famous portrait painter--known for his renderings of eminent figures like John Locke. This parallel is a rather complex one, in that Dryden was writing with something of a caustic hand towards what he considered was the decay of art (especially in its meaning) following a number of political and cultural shifts under King William's reign. The line referenced here likely conveys the sentiment that Kneller's works would stand the test of time, and would subsequently be dulled in value in the eyes of the discipline in the future (which does not actually appear to be the case, given modern fascination with his works). When taken in context, as Dr.X--'s recitation of this line is with direct reference to Lady Delacour's beauty and singular character as affirmed by Clarence despite four years elapsed since their initial acquaintance, this has significant implications. Kneller here is being accused of greater devotion to his livelihood than the impact of his work, a distinct echo of Margaret Delacour's upcoming criticism towards Lady Delacour: that she is more obsessed with the impact of her social performances than her duties as a mother and wife. Both Margaret and Dryden are revealed to be somewhat harsh and unsympathetic to their subjects of criticism, and Dr.X—’s remark here can be seen as a brilliant stroke of foreshadowing with regard to the churlish skepticism that will soon emerge in the novel. Lady Delacour is also frequently described as heavily painting her own face with make-up, and trying to conceal the very marks of age implied here—doubling the significance of this parallel as she subliminally resists Dryden’s looming portend; that should she continue in her dedication to frolic, her vain actions will not be received in the present or the future with any great alacrity.",John Dryden,"Featured on the last page of the poem, line 179.",1694,1694,Poetry,Literary Culture; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99138106848401021,Dr. X--,87,"""'Like a true connoisseur,' said Dr.X--, 'you admire a fine picture, the older it grows--I hear that her ladyship's face is really one of the finest pieces of painting extant, with the advantage of ""Ev'ry grace which time alone can grant.""'""",,
89,sixthepistle.jpeg,Sixth Epistle of the First Book of Horace Imitated,image/jpeg,"Much of this poem speaks to the comparative dearth of virtue that accompanies any excessive material pursuit; be it of fame, wealth, or overindulgence. Clarence's growth is remarkable here in his open admittance of Rochfort's--and arguably his entire friend group's--vapidity, and tendency for nothing but frolic and gluttony. The scene just before, for instance, features all of them becoming inebriated in the course of wine tasting--and they are so fixated on enjoying their subsequent dinner that they leave Clarence behind after a near-death experience. Clarence reflects the message at the heart of this work, in regards to what it truly means to live well: “Would ye be blest? despite low Joys, low Gains...Be Virtuous, and be happy for your pains.”",Alexander Pope,"This reference is featured on page 13 of the primary source document, just above the penultimate line at the bottom of the page.",1738,1738,Poetry,Contemporary Works; Literary Culture; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99105995720001021,Clarence Hervey,88,"""'Every man knows his own affairs best,' said he to Clarence, as he stepped into his hackney coach--'but for my share, I will do my friend Rochfort the justice to say, that no one lives as well as he does.'--'""If to live well mean nothing but to eat,""' said Clarence.""",,
90,canterbury.jpeg,Canterbury Tales,image/jpeg,"Here Dr.X-- likens Lady Anne Percival to Griselda from the Canterbury Tales. As a literary figure, she often evoked the image of a faithful and virtuous wife, measured and prudent in much the same vein as Lady Anne in some respects. Of note are the closing lines of this text: “One Word of Epilogue, before you close. / So rare a Coin, are true Griseldas grown, / Scarce Two are found, in any Country Town"" (104). Worthy of consideration, however, is Dr.X--'s qualifier that she is and is not like Griselda; suggesting to Hervey that while she is a dutiful wife in one sense, she is not necessarily as mild or infallible. (Belinda would likely prove a closer parallel character construction). The reader sees this for example in her easy and open rebuttal of Margaret Delacour's oversimplified displeasure with Lady Delacour's parental neglect, as well as her flawed estimation of Mr. Vincent as a suitable partner for Belinda.",Chaucer,The story of Griselda is featured in 'The Clerk of Oxford's Tale' or 'Gualtherus and Griselda'; the titular image is derived from https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99106014790001021,1483,1483,Story Collection,Literary Culture; Domestic Life; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99111831890001021,Dr. X--,88,"""'Now,' said Dr.X---, looking at his watch, 'it will be eight o'clock by the time we get to Upper Grosvenor street, and lady Anne will probably have waited dinner for us about two hours, which I apprehend is sufficient to try the patience of any woman but Griselda.--Do not,' continued he, turning to Clarence Hervey, 'expect to see an old fashioned, spiritless, patient Griselda, in lady Anne Percival--I can assure you that she is--but I will neither tell you what she is, nor what she is not.'""",,
91,griselda.jpeg,The Modern Griselda',image/jpeg,"The Modern Griselda is a story written by Edgeworth with the express purpose of rendering a character who is crafted in direct opposition to the qualities outlined in the original tale, and subsequently her erratic and intemperate behavior proves ruinous to her marriage with Mr.Bolingbroke. Allegedly written for her own amusement, Lady Anne Percival resembles little in this iteration of Griselda, however the latter's frequent invocation reveals a sincere and sustained interest in Edgeworth as to the cultural space Griselda takes up as an exemplary domestic figure. It is possible that, perhaps the expectations of ""a proper Engilsh wife"" manifest in Griselda was something that Edgeworth wanted to call into question or complicate; and her Griselda and Lady Delacour are characters that express her skepticism--in line with Barbauld's perspective on the standards of virtue in novels--the untenable demands of imagined virtue in real people.",Maria Edgeworth,"The precipitous change in Griselda's character progression is stark, the first pages of harmonious matrimony yield to minor disagreements that expand far beyond the capacity of resolution--resulting in the divorce between Griselda and Mr. Bolingbroke.",1804,1804,Prose fiction,Edgeworth's Corpus,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99108742780001021,Dr. X--,88,"""'Now,' said Dr.X---, looking at his watch, 'it will be eight o'clock by the time we get to Upper Grosvenor street, and lady Anne will probably have waited dinner for us about two hours, which I apprehend is sufficient to try the patience of any woman but Griselda.--Do not,' continued he, turning to Clarence Hervey, 'expect to see an old fashioned, spiritless, patient Griselda, in lady Anne Percival--I can assure you that she is--but I will neither tell you what she is, nor what she is not.'""",,
92,henry4france.jpeg,The Tragedy of King Henry IV of France,image/jpeg,"The prince within the play remarks: ""Let those be mute, whose Bliss is Ignorance."" Within the text, the prince is featured as rash and overly hasty in the assumptions he makes and judsgment he levies (he confuses prudence for ignorance), and in many ways reflects the foolishness of Hervey's friend group. In accordance, Edgeworth--in what can be assumed is under the guise of an omniscient narrator--imparts the observation that it does Hervey a disservice to follow in such footsteps, precisely because his fixation with social belonging and acceptance nearly ended his life. If there is a character that reflects the play's prince and his impetuous incitement to ill-advised conflict, it would be Sir Philip Baddely.",Charles Beckingham,"This line is found in Act 2 Scene 2, in the middle of page 20 of this document.",1719,1719,Play,Contemporary Works; Literary Culture; Moral; Tragedy,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma9999700240001021,Narrator; Clarence Hervey,89,"""Mr.Hervey was, perhaps, unusually disposed to reflection, by having just escaped from drowning; for he made all these comparisons, and came to this conclusion with the accuracy of a metaphysician, who has been accustomed to study cause and effect--indeed there was no species of knowledge for which he had not taste and talents, though, to please fools, he too often affected 'the bliss of ignorance.'""",,
93,eton.jpeg,Ode on a Distant Prospect of Eton College,image/jpeg,"This poem by Thomas Gray famously contributed to coining the phrase ""ignorance is bliss."" Lines of particular note in reference to this passage are: “Thought would destroy their paradise. / No more ; where Ignorance is Bliss, / ’Tis Folly to be wise.” (Which may, in turn, originate from Charles Beckingham's play The Tragedy of King Henry IV of France). In many ways, these few lines are an accurate summation of Clarence's perception of how he feels obligated to perform for the sake of belonging amongst his (ultimately rather immature) friends. Throughout the primary source's pages, the speaker laments the lost joys and ease of youth, in that they were uninformed and untried by the experience of many years of life. In many ways, the scene following Clarence's near drowning reflects a revelation of a similar sort, in which Clarence seriously reconsiders the company he keeps and grows out of being somebody feckless and unformed to somebody seriously devoted to the people he cares about, focused on improving his own life even at the risk of his friends' displeasure, and striving to do right by others even more than before.",Thomas Gray,"The line ""the bliss of ignorance"" is featured at the end of the poem, on page eight of the primary source document.",1747,1747,Poetry,Contemporary Works; Literary Culture; Ode,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99116885650001021,Narrator; Clarence Hervey,89,"""Mr.Hervey was, perhaps, unusually disposed to reflection, by having just escaped from drowning; for he made all these comparisons, and came to this conclusion with the accuracy of a metaphysician, who has been accustomed to study cause and effect--indeed there was no species of knowledge for which he had not taste and talents, though, to please fools, he too often affected 'the bliss of ignorance.'""",,
94,tgm.jpeg,The Gentleman's Magazine,image/jpeg,"The article in question is with regard to experiments by abbe Nollet, otherwise known as Jean-Antoine Nollet. A clergyman later turned physicist, he contributed to several demonstrations of electricity's properties as well as the theory of sound in 1743 (after removing all the air in a body of water, he demonstrated that sound carried within it). Dr.X--'s earnest astonishment while partaking in conversation with the Percival children indicates the significance of their inquisitive nature, clearly inspired by their parents' dedication to their growth and education in a stable and happy domestic environment. Edgeworth was known for her writings on the education of children, and renders them with considerable intelligence and capacity in her works.",Jean-Antoine Nollet,"Dr.X-- references an article in the September issue of The Gentleman's Magazine, featured in volume 19 from pages 416-417.",1749,1749,Article,Current Events; Contemporary Works,https://hdl.handle.net/2027/mdp.39015009221394,Dr. X--,90,"""Dr.X-- observed, that this was a very learned dispute, and that the question being discussed by no less a person than the abbe Nollet; and he related some of the ingenious experiments tried by that gentleman to decide, whether fishes can or cannot hear.""",,
95,britishbirds.jpeg,History of British Birds,image/jpeg,"With reference to the classical Roman aviaries for redwings ""so contrived as to admit light barely sufficient to direct them to their food; every object which might tend to remind them of their former liberty was carefully kept out of sight, such as the fields, the woods, the birds, or whatever might disturb the repose necessary for their improvement. Under this management these birds fatttened to the great profit of their proprietors…” Clarence's ability as a conversationalist reflects the breadth of both his intellect and considerable reading, which is further emualtive of Edgeworth's belief that reading was a fundamental source of growth learning.",Thomas Bewick,The quote Clarence directly references is on page 103.,1797,1797,Non-fiction,Contemporary Works; Literary Culture,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99117970350001021,Clarence Hervey,91,"""Clarence was led on by the questions of the children from fishes to birds; he spoke of the Roman aviaries, which were so constructed, as to keep from the sight of the prisoners that they contained, 'the fields, woods, and every object which might remind them of their former liberty'.""",,
96,voyage.jpeg,A Voyage from England to India in the year MDCCLIV,image/jpeg,"This account of elephants is a partial reflection of stories Ives had heard of them, as well as his own observations in his time in India. While Clarence's recollection here is likely fictional rather than a direct reference (I could find no sign of an identical anecdote within), his description of their docility and helpful nature is recorded with what can be assumed a reasonable measure of veracity. He notes, for example, that “when you first approach them, they are taught to make their Salaam or obedience to you, which is done by falling almost backwards, and making a prodigious eructation or rattling in the throat, not much unlike the first breaking of thunder. The keeper then mounts his shoulders, which he could not possibly do with the elephant’s assistance, who for that purpose crooks one of his legs...” Frequently present in Edgeworth's corpus of referenced works, formal realism--in its faithful reflection of the world at the time--often reflected the fascination by which English people perceived other nations, though not always with the most accuracy. Of note also is the gentle treatment and guidance of children mentioned here, reflected both in Clarence and in Belinda's interactions with children as well; which may constitute another suggestion of their potential for domestic happiness together.",Edward Ives,Ives' account of his observations with regard to elephants span pages 58-61.,1773,1773,Travel Narrative,Global Literature; Literary Culture; Contemporary Works,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99107066600001021,Clarence Hervey,91,"""The boy, who sat next him, had asked some questions about the proboseis of the elephant, and Mr.Hervey mentioned Ives's account of the elephants in India, who have been set to watch young children, and who draw them back gently with their trunks, when they go out of bounds.""",,
97,histories.jpeg,Histories,image/jpeg,"Despite some discrepancies with regard to the veracity of Herodotus' account of both national and international affairs during the period in which he was alive, he is credited with being one of the foundational works in recording history in the Western world. Clarence does have the right of things in the sense that it is somewhat extreme to term the account deceptive--as history in all of its forms presupposes a particular perspective undertaken by the writer. That being said, there are interesting implications to this reference on two levels. The first, is that until Clarence's own full history is known later in the novel, there is an uncertainty as to the truth of his necessary absence and even his feelings for Belinda (which are later ameliorated, as Herodotus himself is taken in context as well). There is also the sense of a 'history' as understood in romantic literary tradition, conveyed by Lady Delacour early on in the novel. While some doubt the truth of her claims, she turns out to be right about Mrs. Freke, Mr. Vincent, and even Virginia and Mr. Hervey--echoing Clarence's resistance to the oversimplification of Herodotus' historical significance.",Herodotus; Isaac Littlebury,"The Histories span four volumes, entitled Clio, Euterpe, Thaleia, and Melpomene--named after the Greek muses.",1720,1720,Non-fiction,Literary Culture; Translation; Classics; Global Literature,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99104213920001021,Clarence Hervey,91,"""He talked next of the unicorn; and addressing himself to Dr.X-- and Mr.Percival, he declared, that in his opinion Herodotus did not deserve to be called the father of lies""",,
98,histories.jpeg,Histories,image/jpeg,"What is of particular note in Clarence's observation here is the importance of perspective when determining the accuracy or falsehood of one's perception. While I was unable to find the passage indicated here, the novel as a whole is frequently interested in looking beyond the surface level. What Margaret Delacour calls unfeeling dissipation in Lady Delacour belies a real love and concern for her daughter; proving Clarence's appreciation of her company and belief in her character a remarkable sensitivity to the virtue latent in others (to say nothing of his feelings for Belinda).",Herodotus; Isaac Littlebury,"The Histories span four volumes, entitled Clio, Euterpe, Thaleia, and Melpomene--named after the Greek muses.",1720,1720,Non-fiction,Literary Culture; Translation; Classics; Global Literature,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99104213920001021,Clarence Hervey,91,"""[Clarence] cited the mammoth to prove, that the apocryphal chapter in the history of beasts should not be contemned--that it would in all probability be soon established as true history.""",,
99,lmrs.jpeg,Life of Mr. Richard Savage,image/jpeg,"This comparison, again, serves to highlight the inaccuracy of Margaret's claims regarding Lady Delacour, in that the latter does not at all reflect an unhappiness with caring for her daughter or any desire to infringe on her future. In fact, quite the opposite was true: she sent Helena to an academy of young ladies under the premise that others could care for her daughter better she could, given the harrowing death of her first child. What is of particualr intrigue here is the fact that Margaret Delacour--though plenty prudent and well-intentioned--does a disservice to both Lady Delacour and Helena in her concern for the latter's perceived abandonment.",Samuel Johnson,Reproduced also in Lives of the Most Eminent English Poets (1779-1781) by Samuel Johnson.,1744,1744,Biography,Contemporary Works; Moral,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99112784030001021,Margaret Delacour,93,"""'There, lady Anne!--There!' cried Mrs.Delacour, 'will you tell me after this, that lady Delacour is not a monster.' 'Every body says, that she's a prodigy,' said lady Anne, 'and prodigies and monsters are sometimes thought synonymous terms.' 'Such a mother was never heard of,' continued Mrs.Delacour, 'since the days of Savage and lady Macclesfield.--I am convinced she hates her daughter.--Why she never speaks of her--she never sees her--she never thinks of her!'""",,
100,medea.jpeg,Medea,image/jpeg,"Lady Anne Percival has the right of things in denying this comparison, in that Lady Delacour shows absolutely no displeasure with the idea of being a mother to Helena--indeed, even in the account of her history there is a clear sense of forlorn grief permeating every word of her hastened explanation. There is a clear sense that she deems herself an inadequate mother, and in fact does long to have a family. She says herself that it is a void within her life, one that she feels acutely.",Euripides,Medea spans pages 247-312 of this translated collection of Euripides' plays.,1781,1781,Play,Literary Culture; Translation; Classics; Global Literature,https://bc.primo.exlibrisgroup.com/permalink/01BC_INST/1nm9l4s/alma99121265290001021,Lady Anne Percival,94,"""'I remember well her performing the part of nurse with vast applause; and I remember, too, the sensibility she showed, when the child that she nursed fell a sacrifice to her dissipation.--The second of her children, that she killed--' 'Killed!--O, surely my dear Mrs. Delacour, that is too strong a word,' said lady Anne--'You would not make a Medea of lady Delacour.'""",,
